tournaments.RoundRobinTournament
AIs
	POWorkerRush(AStarPathFinding)
	POLightRush(AStarPathFinding)
	NaiveMCTS(100, -1, 100,10,0.3, 1.0, 0.0, 1.0, 0.4, 1.0, RandomBiasedAI, SimpleSqrtEvaluationFunction3)
	RandomBiasedAI
	mayari{AStarPathFinding}
	2L
	Predator
	NIlSiBot(GreedyPathFinding)
	ObiBotKenobi
	Ragnar
	myBot
	MyMicroRtsBot(AStarPathFinding)
	SaveTheBeesV4(AStarPathFinding)
	sophia
	bRHEAdBot
	Aggrobot(AStarPathFinding)
	RAISocketAI
maps
	maps/NoWhereToRun9x8.xml
iterations	1
maxGameLength	4000
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	3600000	1000
preAnalysis	true
fullObservability	true
timeoutCheck	false
runGC	true
iteration	map	ai1	ai2	time	winner	crashed	timedout
0	0	0	1	4000	-1	-1	-1
0	0	0	2	940	1	-1	-1
0	0	0	3	4000	-1	-1	-1
0	0	0	4	1025	1	-1	-1
0	0	0	5	795	1	-1	-1
0	0	0	6	4000	-1	-1	-1
0	0	0	7	4000	-1	-1	-1
0	0	0	8	1345	1	-1	-1
0	0	0	9	4000	-1	-1	-1
0	0	0	10	4000	-1	-1	-1
0	0	0	11	4000	-1	-1	-1
0	0	0	12	670	0	-1	-1
0	0	0	13	4000	-1	-1	-1
0	0	0	14	670	1	-1	-1
0	0	0	15	4000	-1	-1	-1
0	0	0	16	750	1	-1	-1
0	0	1	0	1090	0	-1	-1
0	0	1	2	1045	1	-1	-1
0	0	1	3	946	0	-1	-1
0	0	1	4	1250	1	-1	-1
0	0	1	5	680	1	-1	-1
0	0	1	6	1000	0	-1	-1
0	0	1	7	1044	0	-1	-1
0	0	1	8	975	1	-1	-1
0	0	1	9	935	1	-1	-1
0	0	1	10	815	0	-1	-1
0	0	1	11	1036	0	-1	-1
0	0	1	12	638	0	-1	-1
0	0	1	13	4000	-1	-1	-1
0	0	1	14	845	1	-1	-1
0	0	1	15	1097	0	-1	-1
0	0	1	16	806	1	-1	-1
0	0	2	0	870	0	-1	-1
0	0	2	1	910	0	-1	-1
0	0	2	3	950	0	-1	-1
0	0	2	4	760	1	-1	-1
0	0	2	5	1178	0	-1	-1
0	0	2	6	1730	0	-1	-1
0	0	2	7	1375	0	-1	-1
0	0	2	8	1100	1	-1	-1
0	0	2	9	1635	0	-1	-1
0	0	2	10	1555	0	-1	-1
0	0	2	11	1095	0	-1	-1
0	0	2	12	895	0	-1	-1
0	0	2	13	1226	1	-1	-1
0	0	2	14	1265	1	-1	-1
0	0	2	15	1135	0	-1	-1
0	0	2	16	923	1	-1	-1
0	0	3	0	3955	1	-1	-1
0	0	3	1	4000	-1	-1	-1
0	0	3	2	935	1	-1	-1
0	0	3	4	1200	1	-1	-1
0	0	3	5	795	1	-1	-1
0	0	3	6	2411	1	-1	-1
0	0	3	7	3795	1	-1	-1
0	0	3	8	755	1	-1	-1
0	0	3	9	1570	1	-1	-1
0	0	3	10	4000	-1	-1	-1
0	0	3	11	3810	0	-1	-1
0	0	3	12	1755	0	-1	-1
0	0	3	13	1115	1	-1	-1
0	0	3	14	935	1	-1	-1
0	0	3	15	4000	-1	-1	-1
0	0	3	16	692	1	-1	-1
0	0	4	0	885	0	-1	-1
0	0	4	1	795	0	-1	-1
0	0	4	2	855	0	-1	-1
0	0	4	3	1080	0	-1	-1
0	0	4	5	820	1	-1	-1
0	0	4	6	710	0	-1	-1
0	0	4	7	745	0	-1	-1
0	0	4	8	930	0	-1	-1
0	0	4	9	755	0	-1	-1
0	0	4	10	835	0	-1	-1
0	0	4	11	720	0	-1	-1
0	0	4	12	850	0	-1	-1
0	0	4	13	836	0	-1	-1
0	0	4	14	835	0	-1	-1
0	0	4	15	920	0	-1	-1
0	0	4	16	735	1	-1	-1
0	0	5	0	780	0	-1	-1
0	0	5	1	1300	0	-1	-1
0	0	5	2	1125	1	-1	-1
0	0	5	3	1065	0	-1	-1
0	0	5	4	1175	1	-1	-1
0	0	5	6	970	0	-1	-1
0	0	5	7	4000	-1	-1	-1
0	0	5	8	4000	-1	-1	-1
0	0	5	9	4000	-1	-1	-1
0	0	5	10	4000	-1	-1	-1
0	0	5	11	780	0	-1	-1
0	0	5	12	1320	0	-1	-1
0	0	5	13	4000	-1	-1	-1
0	0	5	14	1290	0	-1	-1
0	0	5	15	4000	-1	-1	-1
0	0	5	16	881	1	-1	-1
0	0	6	0	4000	-1	-1	-1
0	0	6	1	4000	-1	-1	-1
0	0	6	2	930	1	-1	-1
0	0	6	3	2380	1	-1	-1
0	0	6	4	1190	1	-1	-1
0	0	6	5	710	1	-1	-1
0	0	6	7	4000	-1	-1	-1
0	0	6	8	735	1	-1	-1
0	0	6	9	4000	-1	-1	-1
0	0	6	10	4000	-1	-1	-1
0	0	6	11	4000	-1	-1	-1
0	0	6	12	4000	-1	-1	-1
0	0	6	13	675	1	-1	-1
0	0	6	14	815	1	-1	-1
0	0	6	15	4000	-1	-1	-1
0	0	6	16	669	1	-1	-1
0	0	7	0	4000	-1	-1	-1
0	0	7	1	1642	0	-1	-1
0	0	7	2	865	1	-1	-1
